code,name,detail,market,collateral
GWRS,グローバル　ウォーター　リソーシズ,アリゾナ州でサービスを提供する米国の水資源管理会社,NASDAQ,○
GWW,Ｗ．Ｗ．　グレインジャー,MRO製品・サービスを提供する米国の会社,NYSE,○
GXO,ＧＸＯ　ロジスティクス,米国の物流会社,NYSE,○
H,ハイアット　ホテルズ,米国のホテル運営会社,NYSE,○
HAE,ヘモネティクス,米国の医療技術会社,NYSE,○
HAFC,ハンミ　ファイナンシャル,米国の金融持株会社,NASDAQ,○
HAIN,ヘイン　セレスティアル　グループ,米国の健康とウェルネス関連食品・製品の製造販売会社,NASDAQ,
HAL,ハリバートン,米国の総合エネルギーサービス会社,NYSE,○
HALO,ハロザイム　セラピューティクス,米国のバイオ医薬品会社,NASDAQ,○
HAS,ハスブロ,米国のゲーム・知的財産・玩具会社,NASDAQ,○
HBAN,ハンチントン　バンクシェアーズ,米国の地域銀行持株会社,NASDAQ,○
HCA,ＨＣＡ　ヘルスケア,米国の米国のヘルスケアサービス会社,NYSE,○
HCAT,ヘルス　カタリスト,米国の医療業界向けITサービス会社,NASDAQ,
HCC,ウォリアー　メット　コール,米国の製鉄用石炭生産会社,NYSE,○
HCI,ＨＣＩ　グループ,損害保険・再保険などを取り扱う米国の保険会社,NYSE,○
HD,ホーム　デポ,ホームセンターを運営する米国の会社,NYSE,○
HE,ハワイアン　エレクトリック　インダストリーズ,米国ハワイ州の電力・インフラ事業持株会社,NYSE,○
HEI,ハイコ,米国のジェットエンジンと航空機部品の会社,NYSE,○
HELE,ヘレン　オブ　トロイ,家電製品や健康用品を扱うバミューダ諸島のメーカー,NASDAQ,○
HFBL,ホーム　フェデラル　バンコープ　オブ　ルイジアナ,ルイジアナ州で業務行う米国の銀行持株会社,NASDAQ,○
HFFG,ＨＦ　フーズ　グループ,米国の食品流通・販売会社,NASDAQ,
HFWA,ヘリテージ　ファイナンシャル,ワシントン州で業務を行う米国の銀行持株会社,NASDAQ,○
HGV,ヒルトン　グランド　バケーションズ,タイムシェアリゾートを管理・運営する米国の会社,NYSE,○
HHH,ハワード　ヒューズ　ホールディングス,米国の不動産開発会社,NYSE,○
HIG,ハートフォード　インシュアランス　グループ,米国の保険持株会社,NYSE,○
HII,ハンティントン　インガルス　インダストリーズ,艦艇とテクノロジーを開発する米国の造船会社,NYSE,○
HLF,ハーバライフ,ケイマン諸島の栄養補助食品会社,NYSE,○
HLI,フーリハン　ローキー,米国の独立系投資銀行,NYSE,○
HLIO,ヘリオス　テクノロジーズ,米国の制御機器メーカー,NYSE,○
HLLY,ホーリー,米国の自動車部品メーカー,NYSE,
HLT,ヒルトン　ワールドワイド　ホールディングス,米国のホテル・リゾートホスピタリティ会社,NYSE,○
HMN,ホーレス　マン　エデュケーターズ,個人・団体保険、金融サービスを提供する米国の会社,NYSE,○
MCHB,メカニクス　バンコープ,カリフォルニア州などで業務を行う米国の銀行,NASDAQ,○
HNI,ＨＮＩ,米国の家具・住宅用建築設備メーカー,NYSE,○
HNST,オネスト,消費者製品の製造・販売を手掛ける米国の会社,NASDAQ,
HOG,ハーレーダビッドソン,米国のオートバイメーカー,NYSE,○
HOMB,ホーム　バンクシェアズ,主にアーカンソー州で業務を行う米国の銀行持株会社,NYSE,○
HON,ハネウェル　インターナショナル,米国のテクノロジー企業,NASDAQ,○
HOOD,ロビンフッド　マーケッツ,米国の金融サービスプラットフォーム運営会社,NASDAQ,○
HOWL,ウェアウルフ　セラピューティクス,米国の臨床段階のバイオ医薬品会社,NASDAQ,
HP,ヘルマリック　アンド　ペイン,米国の油田・天然ガス井の掘削請負会社,NYSE,○
HPE,ヒューレット　パッカード　エンタープライズ,企業向けITソリューションを開発提供する米国の会社,NYSE,○
HPK,ハイピーク　エナジー,米国の独立系石油・天然ガス会社,NASDAQ,
HPQ,ＨＰ,米国のコンピュータ・IT関連機器メーカー,NYSE,○
HQY,ヘルスエクイティ,米国のヘルスケアビジネス向けサービス提供会社,NASDAQ,○
HRB,Ｈ＆Ｒ　ブロック,米国の税務申告サービス会社,NYSE,○
HRI,ハーク　ホールディングス,機器のレンタルを行う米国の会社,NYSE,○
HRL,ホーメル　フーズ,米国の食肉・食品加工会社,NYSE,○
HRMY,ハーモニー　バイオサイエンシズ　ホールディングス,神経疾患の治療薬を開発する米国の製薬会社,NASDAQ,○
HSIC,ヘンリー　シャイン,米国のヘルスケア製品・サービス会社,NASDAQ,○
HSY,ハーシー,米国のスナック菓子メーカー,NYSE,○
HTH,ヒルトップ　ホールディングス,主にテキサス州において業務を行う米国の金融持株会社,NYSE,○
HTO,Ｈ２Ｏ　アメリカ,米国の地域水道・下水道事業者,NASDAQ,○
HUBB,ハベル,総合的な電気関連商品とサービスを提供する米国の会社,NYSE,○
HUBG,ハブ　グループ,貨物輸送・物流管理サービスを提供する米国の会社,NASDAQ,○
HUBS,ハブスポット,顧客管理(CRM)ソフトウェアを提供する米国の会社,NYSE,○
HUM,ヒューマナ,保険・医療サービスを提供する米国の会社,NYSE,○
HUMA,ヒューマシーテ,米国のバイオテクノロジー会社,NASDAQ,
HUN,ハンツマン,米国の有機化学品メーカー,NYSE,○
HURN,ヒューロン　コンサルティング　グループ,米国のコンサルティング会社,NASDAQ,○
HWM,ハウメット　エアロスペース,米国のエンジニアリング製品メーカー,NYSE,○
HXL,ヘクセル,米国の複合材料メーカー,NYSE,○
HZO,マリンマックス,米国のレクリエーション用ボート・ヨットの小売会社,NYSE,○
IART,インテグラ　ライフサイエンシズ　ホールディングス,米国の医療機器メーカー,NASDAQ,○
IBM,インターナショナル　ビジネス　マシーンズ,IT関連の統合ソリューションを提供する米国の会社,NYSE,○
IBOC,インターナショナル　バンクシェアズ,主にテキサス州において業務を行う米国の銀行持株会社,NASDAQ,○
IBP,インストールド　ビルディング　プロダクツ,米国の住宅断熱材設置業者,NYSE,○
ICE,インターコンチネンタルエクスチェンジ,米国のオンライン取引所運営・金融サービス会社,NYSE,○
ICHR,イコル　ホールディングス,米国の半導体関連精密機器メーカー,NASDAQ,○
ICLR,アイコン,アイルランドの医薬品開発業務受託会社,NASDAQ,○
ICUI,ＩＣＵ　メディカル,救命救急医療製品を提供する米国の医療機器メーカー,NASDAQ,○
IDA,アイダコープ,電力サービスを提供する米国の公益事業持株会社,NYSE,○
IDCC,インターデジタル,無線通信技術を設計・開発する米国の会社,NASDAQ,○
IDT,ＩＤＴ,フィンテック・通信ソリューションを提供する米国企業,NYSE,○
IDXX,アイデックス　ラボラトリーズ,米国の検査・診断製品サービス会社,NASDAQ,○
IDYA,ＩＤＥＡＹＡ　バイオサイエンシズ,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
IEX,アイデックス,エンジニアリング製品や基幹部品を製造する米国の会社,NYSE,○
IFF,インターナショナル　フレーバー　＆　フレグランス,米国の香料・添加物メーカー,NYSE,○
III,インフォメーション　サービシズ　グループ,米国のコンサルティング会社,NASDAQ,○
IIIN,インスティール　インダストリーズ,米国のコンクリート建設用途向け鋼線補強製品メーカー,NYSE,○
IIIV,ｉ３　バーティカルズ,米国のソフトウェア・サービスプロバイダー,NASDAQ,○
ILMN,イルミナ,米国の遺伝子・ゲノム解析ツール会社,NASDAQ,○
IMKTA,イングルス　マーケッツ,スーパーマーケットチェーンを展開する米国の会社,NASDAQ,○
IMNM,イミュノーム,標的がん治療薬を開発する米国のバイオ医薬品会社,NASDAQ,○
IMRX,イミュー二ヤリング,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
INBX,インヒブリックス　バイオサイエンシズ,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
INCY,インサイト,米国のバイオ医薬品会社,NASDAQ,○
INDB,インディペンデント　バンク,マサチューセッツ州等で業務を行う米国の銀行持株会社,NASDAQ,○
INDI,インディー　セミコンダクター,車載用半導体・ソフトウェアを提供する米国の会社,NASDAQ,
INFIQ,インフィニティ　ファーマシューティカルズ,米国のバイオ医薬品会社,OTC,
INGN,イノジェン,呼吸器系を専門とする米国の医療技術会社,NASDAQ,○
INGR,イングレディオン,米国の澱粉・甘味料メーカー,NYSE,○
INKT,ミンク　セラピューティクス,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
INMD,インモード,イスラエルの医療機器メーカー,NASDAQ,○
INOD,イノデータ,米国のデータエンジニアリング会社,NASDAQ,○
INSP,インスパイア　メディカル　システムズ,米国の医療機器メーカー,NYSE,○
INSW,インターナショナル　シーウェイズ,原油・石油精製品の輸送船を運航する米国の海運会社,NYSE,○
INTC,インテル,米国の半導体メーカー,NASDAQ,○
INTU,インチュイト,金融テクノロジープラットフォームを提供する米国企業,NASDAQ,○
INVA,イノヴィヴァ,医薬品の資産管理に取り組む米国の持株会社,NASDAQ,○
INVE,アイデンティブ,RFID対応IoTソリューションを提供する米国企業,NASDAQ,
INVX,イノベックス　インターナショナル,油田の掘削機械・生産設備を扱う米国のメーカー,NYSE,○
IONS,アイオニス　ファーマシューティカルズ,米国のバイオ医薬品会社,NASDAQ,○
IOSP,イノスペック,特殊化学品を開発・製造・販売する米国の会社,NASDAQ,○
IP,インターナショナル　ペーパー,米国の製紙会社,NYSE,○
IPAR,インター　パヒュームズ,フレグランスと関連製品を製造・販売する米国の会社,NASDAQ,○
IPGP,ＩＰＧ　フォトニクス,高出力ファイバーレーザーと増幅器を提供する米国企業,NASDAQ,○
IPI,イントレピッド　ポタッシュ,米国の鉱物関連サービス会社,NYSE,○
IPM,インテリジェント　プロテクション　マネジメント,米国のマネージドテクノロジーソリューション提供会社,NASDAQ,
IPWR,アイディール　パワー,双方向半導体パワースイッチを開発・提供する米国企業,NASDAQ,
IQV,ＩＱＶＩＡ　ホールディングス,米国の医療テクノロジーサービス会社,NYSE,○
IR,インガーソール　ランド,産業・エネルギー・医療等向け機器を製造する米国企業,NYSE,○
